year,year_code,country_name,country_code,region,region_code,economic_fitness_matrix,economic_fitness_ranking
1999,YR1999,Turkmenistan,TKM,Europe & Central Asia,ECA,0.061247,117
1999,YR1999,Uganda,UGA,Sub-Saharan Africa,SSA,0.05755,119
1999,YR1999,Ukraine,UKR,Europe & Central Asia,ECA,1.393,36
1999,YR1999,United Arab Emirates,ARE,Middle East & North Africa,MENA,0.34197,75
1999,YR1999,United Kingdom,GBR,Europe & Central Asia,ECA,5.2759,6
1999,YR1999,United States,USA,North America,NA,6.8009,2
1999,YR1999,Uruguay,URY,Latin America & Caribbean,LAC,0.61205,58
1999,YR1999,Uzbekistan,UZB,Europe & Central Asia,ECA,0.22723,84
1999,YR1999,"Venezuela, RB",VEN,Latin America & Caribbean,LAC,0.174,91
1999,YR1999,Vietnam,VNM,East Asia & Pacific,EAP,0.58929,60
1999,YR1999,"Yemen, Rep.",YEM,Middle East & North Africa,MENA,0.0025557,140
1999,YR1999,Zambia,ZMB,Sub-Saharan Africa,SSA,0.25267,82
1999,YR1999,Zimbabwe,ZWE,Sub-Saharan Africa,SSA,0.3129,77
2000,YR2000,Afghanistan,AFG,South Asia,SA,0.232,86
2000,YR2000,Albania,ALB,Europe & Central Asia,ECA,0.54939,63
2000,YR2000,Algeria,DZA,Middle East & North Africa,MENA,0.010191,130
2000,YR2000,Andorra,AND,Europe & Central Asia,ECA,0.85494,52
2000,YR2000,Angola,AGO,Sub-Saharan Africa,SSA,5.66E-41,146
2000,YR2000,Argentina,ARG,Latin America & Caribbean,LAC,0.90567,49
2000,YR2000,Armenia,ARM,Europe & Central Asia,ECA,0.61208,60
2000,YR2000,Australia,AUS,East Asia & Pacific,EAP,1.1822,43
2000,YR2000,Austria,AUT,Europe & Central Asia,ECA,3.593,13
2000,YR2000,Azerbaijan,AZE,Europe & Central Asia,ECA,0.13855,102
2000,YR2000,Bahrain,BHR,Middle East & North Africa,MENA,0.16121,97
2000,YR2000,Bangladesh,BGD,South Asia,SA,0.24871,84
2000,YR2000,Belarus,BLR,Europe & Central Asia,ECA,1.226,42
2000,YR2000,Belgium,BEL,Europe & Central Asia,ECA,4.491,8
2000,YR2000,Belize,BLZ,Latin America & Caribbean,LAC,0.090497,114
2000,YR2000,Benin,BEN,Sub-Saharan Africa,SSA,0.076409,115
2000,YR2000,Bhutan,BTN,South Asia,SA,0.058558,119
2000,YR2000,Bolivia,BOL,Latin America & Caribbean,LAC,0.15955,98
2000,YR2000,Bosnia and Herzegovina,BIH,Europe & Central Asia,ECA,0.54402,65
2000,YR2000,Brazil,BRA,Latin America & Caribbean,LAC,1.5995,28
2000,YR2000,Brunei Darussalam,BRN,East Asia & Pacific,EAP,0.0078954,133
2000,YR2000,Bulgaria,BGR,Europe & Central Asia,ECA,1.5079,32
2000,YR2000,Burkina Faso,BFA,Sub-Saharan Africa,SSA,0.31814,78
2000,YR2000,Burundi,BDI,Sub-Saharan Africa,SSA,0.0058257,135
2000,YR2000,Cambodia,KHM,East Asia & Pacific,EAP,0.12202,106
2000,YR2000,Cameroon,CMR,Sub-Saharan Africa,SSA,0.028508,125
2000,YR2000,Canada,CAN,North America,NA,1.9088,22
2000,YR2000,Central African Republic,CAF,Sub-Saharan Africa,SSA,0.098779,111
2000,YR2000,Chad,TCD,Sub-Saharan Africa,SSA,0.00040674,142
2000,YR2000,Chile,CHL,Latin America & Caribbean,LAC,0.5699,61
2000,YR2000,China,CHN,East Asia & Pacific,EAP,4.4365,9
2000,YR2000,Colombia,COL,Latin America & Caribbean,LAC,0.53639,66
2000,YR2000,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,SSA,0.0063601,134
2000,YR2000,"Congo, Rep.",COG,Sub-Saharan Africa,SSA,0.00022748,144
2000,YR2000,Costa Rica,CRI,Latin America & Caribbean,LAC,0.35257,75
2000,YR2000,Cote d'Ivoire,CIV,Sub-Saharan Africa,SSA,0.14061,101
2000,YR2000,Croatia,HRV,Europe & Central Asia,ECA,1.1422,44
2000,YR2000,Cyprus,CYP,Europe & Central Asia,ECA,0.85635,51
2000,YR2000,Czech Republic,CZE,Europe & Central Asia,ECA,3.7031,12
2000,YR2000,Denmark,DNK,Europe & Central Asia,ECA,2.6122,16
2000,YR2000,Ecuador,ECU,Latin America & Caribbean,LAC,0.17789,95
2000,YR2000,"Egypt, Arab Rep.",EGY,Middle East & North Africa,MENA,0.62307,59
2000,YR2000,El Salvador,SLV,Latin America & Caribbean,LAC,0.45311,71
2000,YR2000,Eritrea,ERI,Sub-Saharan Africa,SSA,0.060721,118
2000,YR2000,Estonia,EST,Europe & Central Asia,ECA,0.96635,47
2000,YR2000,Ethiopia,ETH,Sub-Saharan Africa,SSA,0.036242,122
2000,YR2000,Finland,FIN,Europe & Central Asia,ECA,1.5925,29
2000,YR2000,France,FRA,Europe & Central Asia,ECA,5.3649,5
2000,YR2000,Gabon,GAB,Sub-Saharan Africa,SSA,0.0011003,140
2000,YR2000,"Gambia, The",GMB,Sub-Saharan Africa,SSA,0.20126,89
2000,YR2000,Georgia,GEO,Europe & Central Asia,ECA,0.6959,57
2000,YR2000,Germany,DEU,Europe & Central Asia,ECA,7.334,1
2000,YR2000,Ghana,GHA,Sub-Saharan Africa,SSA,0.071844,116
2000,YR2000,Greece,GRC,Europe & Central Asia,ECA,1.2401,40
2000,YR2000,Greenland,GRL,Europe & Central Asia,ECA,0.0095867,131
2000,YR2000,Guatemala,GTM,Latin America & Caribbean,LAC,0.52948,67
2000,YR2000,Guinea,GIN,Sub-Saharan Africa,SSA,0.0057415,136
2000,YR2000,Guinea-Bissau,GNB,Sub-Saharan Africa,SSA,1.07E-15,145
2000,YR2000,Guyana,GUY,Latin America & Caribbean,LAC,0.023755,127
2000,YR2000,Honduras,HND,Latin America & Caribbean,LAC,0.18984,93
2000,YR2000,Hungary,HUN,Europe & Central Asia,ECA,1.8497,24
2000,YR2000,Iceland,ISL,Europe & Central Asia,ECA,0.21833,87
2000,YR2000,India,IND,South Asia,SA,3.5839,14
2000,YR2000,Indonesia,IDN,East Asia & Pacific,EAP,1.5487,31
2000,YR2000,"Iran, Islamic Rep.",IRN,Middle East & North Africa,MENA,0.20502,88
2000,YR2000,Iraq,IRQ,Middle East & North Africa,MENA,4.20E-54,147
2000,YR2000,Ireland,IRL,Europe & Central Asia,ECA,1.2696,38
2000,YR2000,Israel,ISR,Middle East & North Africa,MENA,1.9315,21
2000,YR2000,Italy,ITA,Europe & Central Asia,ECA,5.7489,4
2000,YR2000,Japan,JPN,East Asia & Pacific,EAP,6.0641,3
2000,YR2000,Jordan,JOR,Middle East & North Africa,MENA,0.85766,50
2000,YR2000,Kazakhstan,KAZ,Europe & Central Asia,ECA,0.2536,83
2000,YR2000,Kenya,KEN,Sub-Saharan Africa,SSA,0.38733,74
2000,YR2000,"Korea, Dem. Rep.",PRK,East Asia & Pacific,EAP,1.5543,30
2000,YR2000,"Korea, Rep.",KOR,East Asia & Pacific,EAP,2.5668,17
2000,YR2000,Kuwait,KWT,Middle East & North Africa,MENA,0.0051716,137
2000,YR2000,Kyrgyz Republic,KGZ,Europe & Central Asia,ECA,0.51999,68
2000,YR2000,Lao PDR,LAO,East Asia & Pacific,EAP,0.050191,120
2000,YR2000,Latvia,LVA,Europe & Central Asia,ECA,0.77959,54
2000,YR2000,Lebanon,LBN,Middle East & North Africa,MENA,1.013,45
2000,YR2000,Liberia,LBR,Sub-Saharan Africa,SSA,0.0029908,139
2000,YR2000,Libya,LBY,Middle East & North Africa,MENA,0.00035726,143
2000,YR2000,Lithuania,LTU,Europe & Central Asia,ECA,0.92116,48
2000,YR2000,"Macedonia, FYR",MKD,Europe & Central Asia,ECA,0.48114,70
2000,YR2000,Madagascar,MDG,Sub-Saharan Africa,SSA,0.27727,81
2000,YR2000,Malawi,MWI,Sub-Saharan Africa,SSA,0.097179,112
2000,YR2000,Malaysia,MYS,East Asia & Pacific,EAP,1.3703,35
2000,YR2000,Mali,MLI,Sub-Saharan Africa,SSA,0.12233,105
2000,YR2000,Malta,MLT,Middle East & North Africa,MENA,0.29052,80
2000,YR2000,Mauritania,MRT,Sub-Saharan Africa,SSA,0.014042,129
2000,YR2000,Mexico,MEX,Latin America & Caribbean,LAC,1.728,26
2000,YR2000,Mongolia,MNG,East Asia & Pacific,EAP,0.11794,108
2000,YR2000,Montenegro,MNE,Europe & Central Asia,ECA,..,..
2000,YR2000,Morocco,MAR,Middle East & North Africa,MENA,0.50539,69
2000,YR2000,Mozambique,MOZ,Sub-Saharan Africa,SSA,0.19746,92
2000,YR2000,Myanmar,MMR,East Asia & Pacific,EAP,0.11692,109
2000,YR2000,Nepal,NPL,South Asia,SA,0.32289,76
2000,YR2000,Netherlands,NLD,Europe & Central Asia,ECA,3.9398,10
2000,YR2000,New Zealand,NZL,East Asia & Pacific,EAP,0.967,46
2000,YR2000,Nicaragua,NIC,Latin America & Caribbean,LAC,0.15464,99
2000,YR2000,Niger,NER,Sub-Saharan Africa,SSA,0.14546,100
2000,YR2000,Nigeria,NGA,Sub-Saharan Africa,SSA,0.00081844,141
2000,YR2000,Norway,NOR,Europe & Central Asia,ECA,0.83635,53
2000,YR2000,Oman,OMN,Middle East & North Africa,MENA,0.13259,103
2000,YR2000,Pakistan,PAK,South Asia,SA,0.54465,64
2000,YR2000,Panama,PAN,Latin America & Caribbean,LAC,1.2355,41
2000,YR2000,Paraguay,PRY,Latin America & Caribbean,LAC,0.12058,107
2000,YR2000,Peru,PER,Latin America & Caribbean,LAC,0.39814,73
2000,YR2000,Philippines,PHL,East Asia & Pacific,EAP,0.77543,55
2000,YR2000,Poland,POL,Europe & Central Asia,ECA,2.14,20
2000,YR2000,Portugal,PRT,Europe & Central Asia,ECA,1.7137,27
2000,YR2000,Qatar,QAT,Middle East & North Africa,MENA,0.0082303,132
2000,YR2000,Romania,ROU,Europe & Central Asia,ECA,1.2895,37
2000,YR2000,Russian Federation,RUS,Europe & Central Asia,ECA,1.241,39
2000,YR2000,Rwanda,RWA,Sub-Saharan Africa,SSA,0.027094,126
2000,YR2000,Saudi Arabia,SAU,Middle East & North Africa,MENA,0.044851,121
2000,YR2000,Senegal,SEN,Sub-Saharan Africa,SSA,0.27202,82
2000,YR2000,Serbia,SRB,Europe & Central Asia,ECA,..,..
2000,YR2000,Sierra Leone,SLE,Sub-Saharan Africa,SSA,0.32021,77
2000,YR2000,Singapore,SGP,East Asia & Pacific,EAP,1.7678,25
2000,YR2000,Slovak Republic,SVK,Europe & Central Asia,ECA,1.4812,33
2000,YR2000,Slovenia,SVN,Europe & Central Asia,ECA,2.4229,18
2000,YR2000,Somalia,SOM,Sub-Saharan Africa,SSA,0.034577,123
2000,YR2000,South Africa,ZAF,Sub-Saharan Africa,SSA,1.3908,34
2000,YR2000,Spain,ESP,Europe & Central Asia,ECA,3.8666,11
2000,YR2000,Sudan,SDN,Sub-Saharan Africa,SSA,0.017508,128
2000,YR2000,Suriname,SUR,Latin America & Caribbean,LAC,0.067116,117
2000,YR2000,Sweden,SWE,Europe & Central Asia,ECA,2.7734,15
2000,YR2000,Switzerland,CHE,Europe & Central Asia,ECA,4.5034,7
2000,YR2000,Syrian Arab Republic,SYR,Middle East & North Africa,MENA,0.20007,90
2000,YR2000,Tajikistan,TJK,Europe & Central Asia,ECA,0.10272,110
2000,YR2000,Tanzania,TZA,Sub-Saharan Africa,SSA,0.18153,94
2000,YR2000,Thailand,THA,East Asia & Pacific,EAP,2.2107,19
2000,YR2000,Togo,TGO,Sub-Saharan Africa,SSA,0.16592,96
2000,YR2000,Tunisia,TUN,Middle East & North Africa,MENA,0.6948,58
2000,YR2000,Turkey,TUR,Europe & Central Asia,ECA,1.8912,23
2000,YR2000,Turkmenistan,TKM,Europe & Central Asia,ECA,0.029817,124
2000,YR2000,Uganda,UGA,Sub-Saharan Africa,SSA,0.09442,113
2000,YR2000,Ukraine,UKR,Europe & Central Asia,ECA,1.3613,36
2000,YR2000,United Arab Emirates,ARE,Middle East & North Africa,MENA,0.29689,79
2000,YR2000,United Kingdom,GBR,Europe & Central Asia,ECA,4.8404,6
2000,YR2000,United States,USA,North America,NA,6.3808,2
2000,YR2000,Uruguay,URY,Latin America & Caribbean,LAC,0.56575,62
2000,YR2000,Uzbekistan,UZB,Europe & Central Asia,ECA,0.23698,85
2000,YR2000,"Venezuela, RB",VEN,Latin America & Caribbean,LAC,0.12529,104
2000,YR2000,Vietnam,VNM,East Asia & Pacific,EAP,0.71028,56
2000,YR2000,"Yemen, Rep.",YEM,Middle East & North Africa,MENA,0.0041983,138
2000,YR2000,Zambia,ZMB,Sub-Saharan Africa,SSA,0.1992,91
2000,YR2000,Zimbabwe,ZWE,Sub-Saharan Africa,SSA,0.43621,72
2001,YR2001,Afghanistan,AFG,South Asia,SA,0.2721,86
2001,YR2001,Albania,ALB,Europe & Central Asia,ECA,0.4648,70
2001,YR2001,Algeria,DZA,Middle East & North Africa,MENA,0.016979,131
2001,YR2001,Andorra,AND,Europe & Central Asia,ECA,0.94285,47
2001,YR2001,Angola,AGO,Sub-Saharan Africa,SSA,2.74E-36,146
2001,YR2001,Argentina,ARG,Latin America & Caribbean,LAC,0.84634,52
2001,YR2001,Armenia,ARM,Europe & Central Asia,ECA,0.79189,55
2001,YR2001,Australia,AUS,East Asia & Pacific,EAP,1.0335,46
2001,YR2001,Austria,AUT,Europe & Central Asia,ECA,3.5029,13
2001,YR2001,Azerbaijan,AZE,Europe & Central Asia,ECA,0.078571,118
2001,YR2001,Bahrain,BHR,Middle East & North Africa,MENA,0.14786,98
2001,YR2001,Bangladesh,BGD,South Asia,SA,0.30344,82
2001,YR2001,Belarus,BLR,Europe & Central Asia,ECA,1.2012,40
2001,YR2001,Belgium,BEL,Europe & Central Asia,ECA,4.6019,9
2001,YR2001,Belize,BLZ,Latin America & Caribbean,LAC,0.10082,111
2001,YR2001,Benin,BEN,Sub-Saharan Africa,SSA,0.084358,116
2001,YR2001,Bhutan,BTN,South Asia,SA,0.091619,114
2001,YR2001,Bolivia,BOL,Latin America & Caribbean,LAC,0.15793,96
2001,YR2001,Bosnia and Herzegovina,BIH,Europe & Central Asia,ECA,0.58817,62
2001,YR2001,Brazil,BRA,Latin America & Caribbean,LAC,1.4988,32
2001,YR2001,Brunei Darussalam,BRN,East Asia & Pacific,EAP,0.03459,125
2001,YR2001,Bulgaria,BGR,Europe & Central Asia,ECA,1.4859,33
2001,YR2001,Burkina Faso,BFA,Sub-Saharan Africa,SSA,0.36634,76
2001,YR2001,Burundi,BDI,Sub-Saharan Africa,SSA,0.022126,130
2001,YR2001,Cambodia,KHM,East Asia & Pacific,EAP,0.12356,105
2001,YR2001,Cameroon,CMR,Sub-Saharan Africa,SSA,0.02577,129
2001,YR2001,Canada,CAN,North America,NA,1.7855,26
2001,YR2001,Central African Republic,CAF,Sub-Saharan Africa,SSA,0.1656,95
2001,YR2001,Chad,TCD,Sub-Saharan Africa,SSA,0.0076266,137
2001,YR2001,Chile,CHL,Latin America & Caribbean,LAC,0.54715,65
2001,YR2001,China,CHN,East Asia & Pacific,EAP,4.8113,6
2001,YR2001,Colombia,COL,Latin America & Caribbean,LAC,0.57405,63
2001,YR2001,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,SSA,0.010151,136
2001,YR2001,"Congo, Rep.",COG,Sub-Saharan Africa,SSA,0.00085396,143
2001,YR2001,Costa Rica,CRI,Latin America & Caribbean,LAC,0.43033,72
2001,YR2001,Cote d'Ivoire,CIV,Sub-Saharan Africa,SSA,0.12754,104
2001,YR2001,Croatia,HRV,Europe & Central Asia,ECA,1.0961,43
2001,YR2001,Cyprus,CYP,Europe & Central Asia,ECA,0.82944,54
2001,YR2001,Czech Republic,CZE,Europe & Central Asia,ECA,3.4627,14
2001,YR2001,Denmark,DNK,Europe & Central Asia,ECA,2.407,17
2001,YR2001,Ecuador,ECU,Latin America & Caribbean,LAC,0.17097,93
2001,YR2001,"Egypt, Arab Rep.",EGY,Middle East & North Africa,MENA,0.65671,60
2001,YR2001,El Salvador,SLV,Latin America & Caribbean,LAC,0.48137,69
2001,YR2001,Eritrea,ERI,Sub-Saharan Africa,SSA,0.13633,103
2001,YR2001,Estonia,EST,Europe & Central Asia,ECA,1.1262,42
2001,YR2001,Ethiopia,ETH,Sub-Saharan Africa,SSA,0.066529,120
2001,YR2001,Finland,FIN,Europe & Central Asia,ECA,1.4518,34
2001,YR2001,France,FRA,Europe & Central Asia,ECA,5.3179,4
2001,YR2001,Gabon,GAB,Sub-Saharan Africa,SSA,0.0044862,140
2001,YR2001,"Gambia, The",GMB,Sub-Saharan Africa,SSA,0.17693,92
2001,YR2001,Georgia,GEO,Europe & Central Asia,ECA,0.66411,59
2001,YR2001,Germany,DEU,Europe & Central Asia,ECA,6.9573,1
2001,YR2001,Ghana,GHA,Sub-Saharan Africa,SSA,0.098295,112
2001,YR2001,Greece,GRC,Europe & Central Asia,ECA,1.2023,39
2001,YR2001,Greenland,GRL,Europe & Central Asia,ECA,0.034915,124
2001,YR2001,Guatemala,GTM,Latin America & Caribbean,LAC,0.53617,66
2001,YR2001,Guinea,GIN,Sub-Saharan Africa,SSA,0.01682,133
2001,YR2001,Guinea-Bissau,GNB,Sub-Saharan Africa,SSA,4.55E-18,145
2001,YR2001,Guyana,GUY,Latin America & Caribbean,LAC,0.066081,121
2001,YR2001,Honduras,HND,Latin America & Caribbean,LAC,0.16797,94
2001,YR2001,Hungary,HUN,Europe & Central Asia,ECA,1.8949,24
2001,YR2001,Iceland,ISL,Europe & Central Asia,ECA,0.27027,87
2001,YR2001,India,IND,South Asia,SA,3.8693,12
2001,YR2001,Indonesia,IDN,East Asia & Pacific,EAP,1.5931,28
2001,YR2001,"Iran, Islamic Rep.",IRN,Middle East & North Africa,MENA,0.27436,85
2001,YR2001,Iraq,IRQ,Middle East & North Africa,MENA,4.37E-56,147
2001,YR2001,Ireland,IRL,Europe & Central Asia,ECA,1.0697,44
2001,YR2001,Israel,ISR,Middle East & North Africa,MENA,1.9472,22
2001,YR2001,Italy,ITA,Europe & Central Asia,ECA,5.2377,5
2001,YR2001,Japan,JPN,East Asia & Pacific,EAP,5.7466,3
2001,YR2001,Jordan,JOR,Middle East & North Africa,MENA,0.68647,58
2001,YR2001,Kazakhstan,KAZ,Europe & Central Asia,ECA,0.28632,84
2001,YR2001,Kenya,KEN,Sub-Saharan Africa,SSA,0.36003,77
2001,YR2001,"Korea, Dem. Rep.",PRK,East Asia & Pacific,EAP,1.5517,29
2001,YR2001,"Korea, Rep.",KOR,East Asia & Pacific,EAP,2.8144,16
2001,YR2001,Kuwait,KWT,Middle East & North Africa,MENA,0.013386,134
2001,YR2001,Kyrgyz Republic,KGZ,Europe & Central Asia,ECA,0.37064,75
2001,YR2001,Lao PDR,LAO,East Asia & Pacific,EAP,0.085808,115
2001,YR2001,Latvia,LVA,Europe & Central Asia,ECA,0.84411,53
2001,YR2001,Lebanon,LBN,Middle East & North Africa,MENA,1.0352,45
2001,YR2001,Liberia,LBR,Sub-Saharan Africa,SSA,0.00087495,142
2001,YR2001,Libya,LBY,Middle East & North Africa,MENA,0.0001492,144
2001,YR2001,Lithuania,LTU,Europe & Central Asia,ECA,0.89506,49
2001,YR2001,"Macedonia, FYR",MKD,Europe & Central Asia,ECA,0.52672,67
2001,YR2001,Madagascar,MDG,Sub-Saharan Africa,SSA,0.24545,89
2001,YR2001,Malawi,MWI,Sub-Saharan Africa,SSA,0.071039,119
2001,YR2001,Malaysia,MYS,East Asia & Pacific,EAP,1.3429,36
2001,YR2001,Mali,MLI,Sub-Saharan Africa,SSA,0.082449,117
2001,YR2001,Malta,MLT,Middle East & North Africa,MENA,0.34932,78
2001,YR2001,Mauritania,MRT,Sub-Saharan Africa,SSA,0.016907,132
2001,YR2001,Mexico,MEX,Latin America & Caribbean,LAC,1.8659,25
2001,YR2001,Mongolia,MNG,East Asia & Pacific,EAP,0.10673,110
2001,YR2001,Montenegro,MNE,Europe & Central Asia,ECA,..,..
2001,YR2001,Morocco,MAR,Middle East & North Africa,MENA,0.50336,68
2001,YR2001,Mozambique,MOZ,Sub-Saharan Africa,SSA,0.061693,122
2001,YR2001,Myanmar,MMR,East Asia & Pacific,EAP,0.11043,108
2001,YR2001,Nepal,NPL,South Asia,SA,0.41442,74
2001,YR2001,Netherlands,NLD,Europe & Central Asia,ECA,4.0937,10
2001,YR2001,New Zealand,NZL,East Asia & Pacific,EAP,0.89163,50
2001,YR2001,Nicaragua,NIC,Latin America & Caribbean,LAC,0.14509,100
2001,YR2001,Niger,NER,Sub-Saharan Africa,SSA,0.11426,107
2001,YR2001,Nigeria,NGA,Sub-Saharan Africa,SSA,0.0013756,141
2001,YR2001,Norway,NOR,Europe & Central Asia,ECA,0.77247,56
2001,YR2001,Oman,OMN,Middle East & North Africa,MENA,0.10683,109
2001,YR2001,Pakistan,PAK,South Asia,SA,0.59506,61
2001,YR2001,Panama,PAN,Latin America & Caribbean,LAC,1.1462,41
2001,YR2001,Paraguay,PRY,Latin America & Caribbean,LAC,0.1213,106
2001,YR2001,Peru,PER,Latin America & Caribbean,LAC,0.46104,71
2001,YR2001,Philippines,PHL,East Asia & Pacific,EAP,0.902,48
2001,YR2001,Poland,POL,Europe & Central Asia,ECA,2.0381,20
2001,YR2001,Portugal,PRT,Europe & Central Asia,ECA,1.6982,27
2001,YR2001,Qatar,QAT,Middle East & North Africa,MENA,0.0053942,139
2001,YR2001,Romania,ROU,Europe & Central Asia,ECA,1.3471,35
2001,YR2001,Russian Federation,RUS,Europe & Central Asia,ECA,1.3428,37
2001,YR2001,Rwanda,RWA,Sub-Saharan Africa,SSA,0.028539,128
2001,YR2001,Saudi Arabia,SAU,Middle East & North Africa,MENA,0.14751,99
2001,YR2001,Senegal,SEN,Sub-Saharan Africa,SSA,0.30538,81
2001,YR2001,Serbia,SRB,Europe & Central Asia,ECA,..,..
2001,YR2001,Sierra Leone,SLE,Sub-Saharan Africa,SSA,0.41622,73
2001,YR2001,Singapore,SGP,East Asia & Pacific,EAP,1.953,21
2001,YR2001,Slovak Republic,SVK,Europe & Central Asia,ECA,1.5204,31
2001,YR2001,Slovenia,SVN,Europe & Central Asia,ECA,2.3107,18
2001,YR2001,Somalia,SOM,Sub-Saharan Africa,SSA,0.034279,126
2001,YR2001,South Africa,ZAF,Sub-Saharan Africa,SSA,1.5288,30
2001,YR2001,Spain,ESP,Europe & Central Asia,ECA,3.8873,11
2001,YR2001,Sudan,SDN,Sub-Saharan Africa,SSA,0.0061777,138
2001,YR2001,Suriname,SUR,Latin America & Caribbean,LAC,0.050875,123
2001,YR2001,Sweden,SWE,Europe & Central Asia,ECA,2.9833,15
2001,YR2001,Switzerland,CHE,Europe & Central Asia,ECA,4.7659,7
2001,YR2001,Syrian Arab Republic,SYR,Middle East & North Africa,MENA,0.29161,83
2001,YR2001,Tajikistan,TJK,Europe & Central Asia,ECA,0.094617,113
2001,YR2001,Tanzania,TZA,Sub-Saharan Africa,SSA,0.22707,90
2001,YR2001,Thailand,THA,East Asia & Pacific,EAP,2.0664,19
2001,YR2001,Togo,TGO,Sub-Saharan Africa,SSA,0.17985,91
2001,YR2001,Tunisia,TUN,Middle East & North Africa,MENA,0.73097,57
2001,YR2001,Turkey,TUR,Europe & Central Asia,ECA,1.9446,23
2001,YR2001,Turkmenistan,TKM,Europe & Central Asia,ECA,0.028794,127
2001,YR2001,Uganda,UGA,Sub-Saharan Africa,SSA,0.14251,101
2001,YR2001,Ukraine,UKR,Europe & Central Asia,ECA,1.263,38
2001,YR2001,United Arab Emirates,ARE,Middle East & North Africa,MENA,0.30817,80
2001,YR2001,United Kingdom,GBR,Europe & Central Asia,ECA,4.7249,8
2001,YR2001,United States,USA,North America,NA,6.055,2
2001,YR2001,Uruguay,URY,Latin America & Caribbean,LAC,0.55814,64
2001,YR2001,Uzbekistan,UZB,Europe & Central Asia,ECA,0.26029,88
2001,YR2001,"Venezuela, RB",VEN,Latin America & Caribbean,LAC,0.15188,97
2001,YR2001,Vietnam,VNM,East Asia & Pacific,EAP,0.86349,51
2001,YR2001,"Yemen, Rep.",YEM,Middle East & North Africa,MENA,0.010682,135
2001,YR2001,Zambia,ZMB,Sub-Saharan Africa,SSA,0.13699,102
2001,YR2001,Zimbabwe,ZWE,Sub-Saharan Africa,SSA,0.32257,79
2002,YR2002,Afghanistan,AFG,South Asia,SA,0.19268,96
2002,YR2002,Albania,ALB,Europe & Central Asia,ECA,0.47344,72
2002,YR2002,Algeria,DZA,Middle East & North Africa,MENA,0.026201,133
2002,YR2002,Andorra,AND,Europe & Central Asia,ECA,0.80844,55
2002,YR2002,Angola,AGO,Sub-Saharan Africa,SSA,8.30E-20,146
2002,YR2002,Argentina,ARG,Latin America & Caribbean,LAC,0.75577,56
2002,YR2002,Armenia,ARM,Europe & Central Asia,ECA,0.46268,74
2002,YR2002,Australia,AUS,East Asia & Pacific,EAP,1.0958,42
2002,YR2002,Austria,AUT,Europe & Central Asia,ECA,3.4871,13
2002,YR2002,Azerbaijan,AZE,Europe & Central Asia,ECA,0.10957,112
2002,YR2002,Bahrain,BHR,Middle East & North Africa,MENA,0.20697,94
2002,YR2002,Bangladesh,BGD,South Asia,SA,0.28026,86
2002,YR2002,Belarus,BLR,Europe & Central Asia,ECA,1.3223,38
2002,YR2002,Belgium,BEL,Europe & Central Asia,ECA,4.47,8
2002,YR2002,Belize,BLZ,Latin America & Caribbean,LAC,0.20264,95
2002,YR2002,Benin,BEN,Sub-Saharan Africa,SSA,0.089166,114
2002,YR2002,Bhutan,BTN,South Asia,SA,0.058826,122
2002,YR2002,Bolivia,BOL,Latin America & Caribbean,LAC,0.17237,101
2002,YR2002,Bosnia and Herzegovina,BIH,Europe & Central Asia,ECA,0.65981,58
2002,YR2002,Brazil,BRA,Latin America & Caribbean,LAC,1.3676,34
2002,YR2002,Brunei Darussalam,BRN,East Asia & Pacific,EAP,0.021882,134
2002,YR2002,Bulgaria,BGR,Europe & Central Asia,ECA,1.4671,31
2002,YR2002,Burkina Faso,BFA,Sub-Saharan Africa,SSA,0.46714,73
2002,YR2002,Burundi,BDI,Sub-Saharan Africa,SSA,0.05324,125
2002,YR2002,Cambodia,KHM,East Asia & Pacific,EAP,0.17911,98
2002,YR2002,Cameroon,CMR,Sub-Saharan Africa,SSA,0.050007,126
2002,YR2002,Canada,CAN,North America,NA,2.0084,22
2002,YR2002,Central African Republic,CAF,Sub-Saharan Africa,SSA,0.13201,109
2002,YR2002,Chad,TCD,Sub-Saharan Africa,SSA,0.043284,128
2002,YR2002,Chile,CHL,Latin America & Caribbean,LAC,0.51372,66
2002,YR2002,China,CHN,East Asia & Pacific,EAP,4.9697,6
2002,YR2002,Colombia,COL,Latin America & Caribbean,LAC,0.61597,60
2002,YR2002,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,SSA,0.013385,139
2002,YR2002,"Congo, Rep.",COG,Sub-Saharan Africa,SSA,0.0014956,144
2002,YR2002,Costa Rica,CRI,Latin America & Caribbean,LAC,0.40222,78
2002,YR2002,Cote d'Ivoire,CIV,Sub-Saharan Africa,SSA,0.13766,107
2002,YR2002,Croatia,HRV,Europe & Central Asia,ECA,1.1307,41
2002,YR2002,Cyprus,CYP,Europe & Central Asia,ECA,0.84168,51
2002,YR2002,Czech Republic,CZE,Europe & Central Asia,ECA,3.3901,14
2002,YR2002,Denmark,DNK,Europe & Central Asia,ECA,2.3976,17
2002,YR2002,Ecuador,ECU,Latin America & Caribbean,LAC,0.16391,102
2002,YR2002,"Egypt, Arab Rep.",EGY,Middle East & North Africa,MENA,0.70909,57
2002,YR2002,El Salvador,SLV,Latin America & Caribbean,LAC,0.56455,64
